given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,salary-class
 teagan, white,54, knoll place, wangaay, padstow,6107, nsw,19210314,9334133,>50K
 riley, matthews,34, westhoven street, stone oak farm, succses,4034, vic,19890629,5906706,<=50K
 makayla, matthews,42, cullen street, st francis orom, oakleigh,3233, nsw,19061006,7914045,<=50K
 daniel, nykamop,10, jingara cottage, baanenuc, warburton,3806, nsw,19611221,3482588,<=50K
 josyua, white,11, finlaysonz place, hayfield vlge, the enyrance,4178, nsw,19560417,3821555,<=50K
 portia, weaver,34, angophor astreet, knox retirement village, parramatta,3192, vic,19560218,7422879,<=50K
 ella, richmond,195, flack srteet, cadagi grove, berwick,5109, nsw,19820727,7932680,<=50K
 brandon, wintulich,260, bromley fstreet, caroowod, regents park,6023, vic,19810304,9945357,<=50K
 charlogte, donaldson,3, federal highway, allamby biala street, kilcunda,4073, nsw,19541208,5650823,>50K
 isabella, westbrbook,20, yanda street, carlwo, seven hills,2048, tas,19730807,1274198,<=50K
 michael, mainsbridge,12, cazaly close, earl haven, colac,3199, wa,19110409,9927051,>50K
 zali, walppkle,25, william husson crescent, muralappi, brymaroo,3147, wa,19550701,9616019,>50K
 andrew, novak,9, blackman crescent, ra 23012, ashgrove,2204, nt,19131226,1378126,<=50K
 ballantyne, michaela,86, mandurah place, tantlalon, canterbury,4043, wa,19021123,5203409,<=50K
 chleo, coleman,50, mina wylie crscent, montocaradvan park, gowri e,3114, sa,19850701,6761005,<=50K
 imogen, bellchaimbers,216, bensteda place, or eel, nedlands,2158, nsw,19230217,9615495,<=50K
 noah, mason,15, morehead sutreet, fingal park, duncraig,3357, nsw,19890129,5247400,<=50K
 madison, parr,1, brackeriplace, pad icam, hectorville,2154, nsw,19530610,4752945,>50K
 ruby, reip,12, judkins street, the wilolws, airds,4305, sa,19300620,8834327,<=50K
 jamie, death,2, galway place, wylarah, werribee south,3356, nsw,19540328,3127934,<=50K
 sascha, matthews,5, canopus crescent, willalooka, asquith,7250, act,19670719,7320513,<=50K
 samir, teal,8, mcclelland avenue, doribank, lilydale,5092, nsw,19600901,6271964,<=50K
 ruben, gibb,12, shannon circuit, windalea, hackham west,5159, nsw,19021019,4450079,<=50K
 mariamne, adair,24, mcclelland avenue, colefield cen park, warrandyte,2217, nsw,19910122,7356931,<=50K
 kaleb, mccarthy,34, lamington street, berri cottage hmes, maryborough,2795, qld,19270513,1510564,<=50K
 jacinta, lenzi,10, couvreur street, mtdr sydale, mortlkae,2068, qld,19640807,1067001,<=50K
 leah, averis,27, macrobertson street, brentwood vlge, mona vale,2067, nsw,19150220,1890261,<=50K
 abbey, matthews,12, de graaf f street, denture clnc, woy woy,2902, qld,19850806,6455816,<=50K
 ruby, parashar,773, tytherleigh street, the willows, eastwood,4605, sa,19900510,1990268,<=50K
 annalise, ma,6, namatjira drive, point cook home, stroud,6535, nsw,19270608,2160321,>50K
 butt, thomas,22, medworth crescent, stoneield, booval,4502, nt,19630219,2894576,<=50K
 jessica, maynard,15, alchera vlge, archdall street, bourke,3141, nsw,19471209,7562694,<=50K
 blake, howie,1, belmont park belted galloway stud, cutlack street, budgewoi,6071, vic,19250301,5180548,<=50K
 lachlan-john, spears,165, o'connor circuit, kondalilla, risdon park,6064, qld,19950105,2408582,<=50K
 zacharey, br asn,31, cornish place, the mea dows, whitfield,2675, vic,19120327,3343445,<=50K
 lucas, appletree,20, mcwhae circuit, crannog, jacana,4115, vic,19061023,9563099,<=50K
 jessica, jolly,59, higinbotham street, rosetta village, woodpark,7109, vic,19850112,2565859,<=50K
 connor, bullock,23, antill street, dunmunkle lodge, alice springs,6155, nsw,19740907,3575462,<=50K
 christian, littlely,3, meyers wplace, burtons lookout, maryvake,5268, wa,19001019,4011513,<=50K
 noah, doman,20, boucaut place, oakdale, clarinda,3072, vic,19861126,4747349,<=50K
 anari, sommariva,27, miranda place, sec 2737, rosebery,2264, wa,19681110,4235226,>50K
 finn, leslie,7, longmore crescent, the lodge, woodcroft,7250, qld,19670715,1685360,<=50K
 adam, adair,14, wattle street, red arrow, albany treek,2825, nsw,19560420,1699586,<=50K
 lachlan, mcdermid,8, finniss crescent, ettalong beach village, kellyvglle,4220, vic,19400318,8407575,<=50K
 jena, salas,2, tasman p lace, kinvarra, netherby,3820, qld,19490605,1868937,<=50K
 benjamin, liccioni,4, golden grove, jestarlei, lavington,2042, wa,19100711,2197467,>50K
 librandi, caleb,48, kidd place, donore, applecross,4865, tas,19730404,5522569,<=50K
 nicfholas, champion de crespign,8, deuchar lcose, lanena lodge, ryde,3181, qld,19230403,3235310,<=50K
 maddison, jaing,8, templetonstreet, kurrabri, lamington,3556, vic,19610619,7894969,<=50K
 destynii, hope,24, villa 3, barungastreet, st peters,4061, nsw,19210430,6586290,>50K
 sophie, wynner,25, leajy close, box range, beechboro,2340, wa,19940105,5948897,<=50K
 green, benjamin,11, marou place, citycentre plaza, clear mountain,5115, nsw,19810305,8410885,>50K
 emiily, george,17, bayview caravn park, ebeneze street, swan hill,3178, qld,19710827,7813722,<=50K
 julia, bullock,33, kingsmill street, legacyuvlge, duncraig,3126, vic,19130412,6578982,>50K
 calbe, newberry,14, mackenziestreet, mountainview retirement vlge, emerald,2560, sa,19211203,1454125,<=50K
 jaimee, hanna,8, harkness street, belmor river, armidale,2062, nsw,19871116,5900887,<=50K
 lachln, theodore,1304, wenlock street, bells ck, woodhouselee,4817, wa,19840528,7028688,<=50K
 summer, delen,1, uriarra road, tesbury, kurri jurri,2333, qld,19401028,6523096,<=50K
 william, corire,17, degraves crescent, sec 1, parkinson,4741, nsw,19610614,5150424,<=50K
 dityt, jessi ca,22, dunlop street, oak-lodeg, bundaberg,3183, nsw,19500328,6813350,<=50K
 matthew, priest,310, benson drescent, glenhurst, tarragkndi,4124, qld,19860226,2553510,<=50K
 saule, peachey,28, waratah street, goonahra, wanniassa,2750, vic,19531113,2548288,<=50K
 scott, clarke,122, archibald street, locn 1487, nickol,2553, nsw,19010518,1978760,<=50K
 caleb, roberts-yates,40, millpost close, bandera, cobar,3500, qld,19670914,5399448,>50K
 liley, reid,27, tyrrell circuit, bright view, port sorell,2578, sa,19680620,2026273,<=50K
 olivia, trigwell,13, waldock street, wilpena, newlambto nheights,3194, vic,19571126,9991752,<=50K
 eliza, nadin,12, tycannah station, mt warning crescent, preston,3091, qld,19470314,6540403,>50K
 matthews, harley,32, badimaa street, munmurrapark, kinross,6015, qld,19820215,7336254,>50K
 morrison, sophie,11, waller crescent, hmas cerberus, loganlea,3175, vic,19420302,7721195,>50K
 connor, trimble,75, werriwa ycrescent, scts crk, mill paark,2162, nsw,19290729,5610380,>50K
 georg e, mccarethy,35, clubbe crescent, yakill i park, mentone,2540, vic,19350704,9460223,<=50K
 macey, lowe,26, butlin place, lotus lodge hostel, enoggera,2680, tas,19081128,3271563,<=50K
 madelyn, blizard,6, southwood rpetreat, hoxtpn park, northgate,2067, vic,19540215,2341148,<=50K
 hana, duvdley,16, lochee place, portland house, rose bay,3085, nsw,19590211,3088000,<=50K
 layla, dent,5, kater place, parry huse, burwood east,5251, qld,19730408,5189661,>50K
 alessandra, shepherd,4, stow place, blueberry farm est, ringwood east,2447, qld,19631123,4730733,<=50K
 gartkh, echevarria,76, solomon crescent, ondyong point, humpty doo,2770, vic,19970118,4201581,<=50K
 ruby, rogan,6, guthridge crescent, eldeslee vlge, parkside,6050, vic,19050201,6557114,<=50K
 jayden, thorpe,44, warrego ciercuit, yacklin, cabramatta,2259, wa,19281105,6871482,<=50K
 matisse, felmingham,351, sherwtlod, kingsford smith drive, cooks hill,3207, nsw,19320615,5414268,<=50K
 flnyn, painter,7, thomas hart street, railway stn, sea ton,2640, vic,19211124,8126727,<=50K
 nicole, madigan,8, carrollvstreet, newton park, goonellabah,2749, qld,19610919,3710610,<=50K
 christian, goetze,5, manna close, torrington, mill park,2323, nsw,19510127,3619285,<=50K
 olivia, lavel,7, frater crescent, waterdale, marmion,3185, qld,19230219,8833281,<=50K
 indiana, thopre,39, newmarch place, nelsonsa ke, milleprk,2250, qld,19271212,8901632,<=50K
 schkira, ryan,1, baringa orthopaedic centre, dumas street, frankston,3028, vic,19520108,1566350,<=50K
 ethan, steed,38, williamson street, wilga, greensborough,2074, vic,19900708,5384988,<=50K
 james, imgrapen,47, curlewiscrescent, dragon rising, burleigh waters,2680, qld,19520516,6111417,<=50K
 hayden, ayrse,22, castleton crescent, kojonolokna hills, leongatha,2103, sa,19970513,1502848,>50K
 sarag, curtg,47, charlick place, heathfield qld, mullumbkmby,3175, vic,19131205,8264314,>50K
 india, meddings-blaskett,166, james smith circuit, glenview, hug hes,2540, nsw,19730602,7857279,>50K
 alexandra, clarke,15, rsd b 284, parnell roa, nedlands,4014, sa,19890608,7235143,>50K
 nataia, langrerh,32, calvary clinic, mt annan, narellancvale,5290, nsw,19981015,5685638,<=50K
 sarah, bradshaw,6, hallen clise, red tank, mullaloo,2161, vic,19340509,9150146,>50K
 samplton, ambrosia,28, moorehead place, merrydale, goodowod,4701, sa,19400426,1298044,>50K
 georgia, tunstall,30, beadle olace, holmligh, caulfield north,3046, sa,19330720,4656516,>50K
 brayden, pragt,24, melba street, utopia, st vies,5171, nsw,19561029,7716405,<=50K
 webb, april,25, anketell street, sec 437p, millmerran,2226, vic,19060125,3661897,<=50K
 nicholas, kaukov,295, jervois street, dodonaea wing, wamberal,4077, qld,19070128,2145341,<=50K
 lioy, musolino,34, fernyhough crescent, gunn's u lly, burwood east,2097, qld,19600226,9776077,>50K
 blake, daykin,3, hannan ctescent, cooroora, gwynneville,2318, qld,19120515,8485229,<=50K
 brianna, ryan,1, bingham circuit, beltunga, highett,6330, qld,19310316,9339689,<=50K
 daniel, warusevitane,123, mccaughey street, lemnos, lismore,3023, vic,19990918,9753519,<=50K
 kylb, careless,75, mcbryde crescent, rowethorpe cgynet hostel, ivanoe,6074, sa,19701116,3208751,<=50K
 clsin, green,42, osborne place, lakewood estate, hastings,6172, nsw,19201203,8724836,<=50K
 laylau, chammen,9, discovery street, st francis vlge, keilor dast,5352, nsw,19550123,4055724,<=50K
 bryce, clarke,15, kellick lplace, beau-ridge, mill park,4413, tas,19821213,6173366,<=50K
 christopher, frew,10, ringrose c rescent, locn 1996, lilydale,4096, tas,19321022,6674665,<=50K
 dakin, sophi,50, correa street, upstaisr flat, beachlands,5241, sa,19760414,2342666,<=50K
 emerson, soulemezis,15, marshall street, birks hsrbour, st albans,2135, vic,19450805,8760466,<=50K
 toby, quill,25, anembo street, sect 329, strathalbyn,5253, vic,19380703,6115722,<=50K
 maddison, goldsworthy,6, cavill close, killanoola, manly vile,2258, qld,19820307,6557335,>50K
 brinley, baumab,14, prout lpace, amblin caravan park, gaven,3021, vic,19360411,7377453,<=50K
 ella, richmond,2, investigat or street, mynolar, crestmead,4306, nsw,19000112,6508977,<=50K
 harrion, krige,36, jardine street, warrawong, robertson,3056, nsw,19340912,9627130,<=50K
 emiily, mccarthy,10, mcintosh tsreet, kiloran, port fairy,6110, nsw,19330313,6901115,<=50K
 tommy, matthews,62, quirosrstreet, li ft, north ryde,2229, wa,19051224,9644815,<=50K
 giaan, blake,7, slessor crescent, fernadle, dapt,2711, qld,19930815,6835476,<=50K
 kyle, candivda,26, spofforth street, pinecroft, clearview,3187, nsw,19001111,1796923,<=50K
 barnay, fleet,4, martley circuit, peak view, ascot vale,3930, sa,19360907,9383837,<=50K
 joshau, donkin,16, mather ustreet, glebe retirement villa, park holme,3002, nsw,19750509,4009940,>50K
 noah, tillee,264, miranda place, ivydale (rsd 1820), mullumbimby,3131, nsw,19780216,7578909,>50K
 lara, dunis,24, rodda place, dry rush, casino,4170, nsw,19580928,2469542,>50K
 benjamin, yen,43, kambalda crescent, elmvood, findon,3807, nsw,19850706,7843492,<=50K
 kateyln, reid,30, james smith circuit, karma park, dolls point,2478, qld,19970318,9915348,<=50K
 jessica, michelmroe,103, fimistermircuit, swanie, moorooblark,4174, nsw,19761101,6406097,<=50K
 maxxin, tchung,10, pullen rtreet, emmaus vlge, cabarlah,3620, qld,19060604,6340831,>50K
 hannah, donaldson,11, goldig place, lockwood, mcmahons point,4213, qld,19390126,5871551,<=50K
 mason, homann,45, sommers street, professionak centre, vaucluse,4873, vic,19130214,7096543,<=50K
 blake, ryan,7, faithfull circuit, tryphinia view, ringwood,3718, wa,19900531,1192663,<=50K
 matthew, bernry,560, westbury circuit, rosetta village, north qard,5082, qld,19820813,7825135,<=50K
 cooper, green,14, kingsford smkth drive, australia fair medical west centre, innaloo,4115, sa,19661010,1494383,<=50K
 teahva, rawlings,21, charterisville avenue, moonby downs, toowoomba,4006, sa,19601115,9235491,<=50K
 keegan, berry,28, hattersley court, gundamain, corrimql east,3073, qld,19230913,8103633,<=50K
 caleb, webb,50, badimara street, retirement village, kuraby,4655, qdl,19890709,7501704,<=50K
 jack, webb,87, hodgkinson ystreet, rabbit warren, st kildaeast,2216, nsw,19730327,4227791,>50K
 charleks, white,23, westburycircuit, albion heights, dover heights,2107, qld,19470123,5209300,<=50K
 oliver, agius,54, ashburton circuit, gilston lodge, bray pabrk,2161, wa,19651114,6136263,<=50K
 gao, julia,17, horizon avenue, arthur rvier park, woodrcoft,3952, nsw,19280810,7151454,>50K
 grace, telleglou,12, bywaters place, environa, tusmore,3101, sa,19060204,6170642,<=50K
 sophie, nicolle,93, flinders way, hilltop hos tel rowethorpe, upwey,3305, vic,19990623,1307303,<=50K
 connor, trait,6, lane place, sun city resort, leichhardt,3337, vic,19150208,1776479,<=50K
 calvin, herbert,5, shortland rcescent, kookaburr avillage, kaloama,3130, nsw,19990902,4778880,<=50K
 brooke, locik,5, godfrey street, noosavillage s hopping centre, goonellabah,2446, qld,19201008,1614256,<=50K
 jayden, glass,33, henry melvilnle crescent, patrician stud, sanctuary point,2283, qld,19510331,4079997,<=50K
 logan, goldsworthy,21, florentine circuit, settlers hills, ashfield,2751, nsw,19160117,8867229,<=50K
 masoen, juliana,61, mana lpace, tinaroo falls, yagoona,5532, nsw,19140705,8963464,<=50K
 malakai, crouch,303, ragless circuit, westbury, paddington,3073, qld,19510719,5426853,<=50K
 talyah, leavre,5, newlop street, mgreton, florey,3150, nsw,19130703,3251860,>50K
 luke, parr,9, hilder ptreet, ardrossan, parkdale,5084, nsw,19190317,6349510,>50K
 alisa, stanley,23, fairbridge crescent, oberne park, mount pleasant,2016, nsw,19811210,8806692,<=50K
 jeed, musolqno,19, spalding street, rosehill, willetton,4820, nsw,19631219,7754049,<=50K
 blake, purdvon,1, beauchamp street, francis chambers, maida vale,3153, sa,19510318,1098632,>50K
 macormack, clarke,215, giblin ktreet, argyle vi fllage, leongatha,3334, vic,19580218,3112446,<=50K
 liam, bottcoff,5, jindivik place, homewood, meringandan,3222, vic,19640816,5214622,>50K
 tirfany, schuster,35, vanzetti crescent, snug beach cvn park, smithfield,2579, vic,19440522,6698734,>50K
 blake, beelitz,26, ranken olace, goodrick park, elwood,4740, nsw,19760330,8133663,<=50K
 hayden, needham,1, daintree crescent, kiowua, corrimal,3218, nsw,19020930,4674771,<=50K
 lauern, ryna,115, jardine street, adelaide dental hospital, broadbeach waters,4207, vic,19420313,6195510,<=50K
 matthew, etheridge,113, louis loder street, wood crest, frenchs forest,3015, vic,19950128,5585524,>50K
 mikhayla, clacke,33, benson drescent, allensleigh, brigton,3456, vic,19170129,2179147,<=50K
 lachlan, weller,6, gara place, berkeley vlge, nunawading,3810, nsw,19140403,8566655,<=50K
 emiily, de micjle,23, lawrence crescent, manila, mount alford,2577, nsw,19530522,7400612,<=50K
 harley, white,79, mcelhone court, abbaston, harbord,2360, tas,19480318,5946514,>50K
 matthew, schuster,1, elmslie place, centrefai rplaza, ulladulla,2251, vic,19890911,9319732,>50K
 lewis, strubbe,7, badenoc hcrescent, meadow banks, bayview heights,2564, nsw,19900106,7706707,<=50K
 ned, gren,6, higgs place, radwon, ourimbah,4880, sa,19840321,4691573,<=50K
 matthews, bradley,2, jondol place, horsesheo ck, jacobs qell,7018, sa,19481122,8927667,<=50K
 samantha, bellon,21, rosenthal street, anzac house (cnr ar cher s street, beaconsfield upper,3099, vic,19661212,1850361,<=50K
 mardus, whiteu,9, golf zoad, verdon street, punchbowl,4165, vic,19971124,7116750,<=50K
 georgia, green,18, dexter street, kareela, mount riverview,3137, qld,19341195,5788426,<=50K
 alisha, kirby-fahey,22, duffy s treet, meadowview, frankston,3134, nsw,19800916,1450223,<=50K
 lucy, rewe,14, haddon street, cremona stud, tiddy widdy beach,2469, nsw,19250702,3258771,<=50K
 zac, ryan,38, naas lose, willandrarvillage, applecross,7249, nsw,19340605,9433767,<=50K
 ella, mahno,51, ulm tsreet, naygoondy, northmead,2086, nsw,19330520,4464237,>50K
 noah, klemencic,46, truscott tsreet, mc kail, dulwich hill,2094, qld,19421216,9564581,<=50K
 brodee, egan,88, axon sireet, greens lopes, wamberal,2067, qld,19121113,6039042,<=50K
 matthews, harry,40, perrinscircuit, broadwater caravn park, kedron,2466, vic,19670914,1826915,<=50K
 bethanie, artis,21, brigden crescent, caragnoo, cronulla,6143, sa,19020810,4534363,<=50K
 jayden, blake,3, kemsley place, mlc ceyntre, kariong,2210, qld,19020112,7106228,<=50K
 jared, allstpp,35, theodore mstreet, peroomgba, hazelbrook,4121, nsw,19511220,5416662,>50K
 luc, drought,1, solander place, janefield, moonah west,4879, vic,19230101,7649261,<=50K
 thomas, crofton,21, battersby circuit, phillip lodge, old reynlla,4810, nsw,19120925,6433953,<=50K
 ned, kalka,3, tinderry circuit, silvefweir, hazelwood north,2040, vic,19820419,7612543,<=50K
 bethany, deakin,43, tazewellc circuit, winchesterdowns, ballarat,5371, tas,19520625,4152955,<=50K
 heather, bengier,8, fergusson q rescent, palazz, currajong,2650, wa,19840703,9010502,>50K
 rachael, widdip,19, gurrang avenue, clanville, sale,2176, qld,19120117,6879955,<=50K
 alysha, maier,2, kerrigan street, craigie-lea, morphettville,3124, qld,19480111,8215736,>50K
 jasper, webb,7, forsythe treet, tallow-wood, geelong east,5073, nsw,19780525,4462979,<=50K
 bailey, petresn,1, niok da, goodmanstreet, plymptonsouth,4214, qld,19090102,3547315,<=50K
